id,neighbourhood_cleansed,room_type,accommodates,bedrooms,price,minimum_nights_x,maximum_nights,amenities,review_scores_rating,estimated_occupancy_l365d,Wifi_x,kitchen_x,has_washer_x,air conditioning_x,parking_gratuit_x,taux_occupation,seuil,classement,taille_groupe,Wifi_y,kitchen_y,has_washer_y,air conditioning_y,parking_gratuit_y,minimum_nights_y,recor_wifi,reco_kitchen,reco_washer,reco_ac,reco_parking,reco_nuit,recommandation_finale
794102112084396017,Bordeaux Sud,Private room,2,,,1,20,"[""Washer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""TV""]",5.0,0,1,1,1,0,0,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
794117004948549810,Villenave-d'Ornon,Entire home/apt,8,4.0,162.0,5,365,"[""Piano"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Ethernet connection"", ""Drying rack for clothing"", ""Lockbox"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Pool view"", ""Barbecue utensils"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Exterior security cameras on property"", ""First aid kit"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Freezer"", ""Free street parking"", ""Coffee maker: espresso machine"", ""Garden view"", ""TV"", ""Shower gel"", ""Private entrance"", ""Books and reading material"", ""Cooking basics"", ""Pocket wifi"", ""Rice maker"", ""Extra pillows and blankets"", ""Exercise equipment: treadmill"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor furniture"", ""Central heating"", ""Outdoor dining area"", ""Sound system with Bluetooth and aux"", ""Essentials"", ""Self check-in"", ""Ping pong table"", ""Hangers"", ""Microwave"", ""Stainless steel single oven"", ""Central air conditioning"", ""Washer"", ""Pool"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Hammock"", ""Clothing storage: walk-in closet"", ""Shampoo"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Bathtub"", ""Fire pit"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Dining table""]",4.6,20,1,1,1,1,1,0.7835616438356164,78.0,0,54.0,1.0,0.9333333333333333,0.7333333333333333,0.5333333333333333,1.0,1.0,,,,,,1.0,1. Réduire le minimum de nuits
794128706067548493,Gradignan,Entire home/apt,2,,,2,30,"[""Pets allowed"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""Lockbox"", ""Free parking on premises"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Elevator"", ""Dining table"", ""Freezer"", ""Coffee maker: espresso machine"", ""TV"", ""Shower gel"", ""Private entrance"", ""Cooking basics"", ""Cleaning products"", ""Portable fans"", ""Outdoor furniture"", ""Essentials"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Washer"", ""Body soap"", ""Radiant heating"", ""Hot water kettle"", ""Dishes and silverware"", ""Kitchenette"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Clothing storage: dresser""]",4.93,36,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
794202716347583896,Chartrons - Grand Parc - Jardin Public,Entire home/apt,5,2.0,250.0,9,40,"[""Baby bath"", ""Refrigerator"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Ethernet connection"", ""Drying rack for clothing"", ""Baby safety gates"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Devialet Bluetooth sound system"", ""Iron"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free washer \u2013 In unit"", ""Freezer"", ""Shower gel"", ""Air conditioning"", ""Paid street parking off premises"", ""Long term stays allowed"", ""55 inch HDTV"", ""Books and reading material"", ""Cooking basics"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cleaning products"", ""Outdoor furniture"", ""Central heating"", ""Outdoor dining area"", ""Coffee"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Crib"", ""Private patio or balcony"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Clothing storage: walk-in closet and dresser"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Kitchen"", ""Sun loungers"", ""Bathtub"", ""Dining table""]",5.0,0,1,1,1,1,0,0.2876712328767123,93.0,0,127.0,1.0,1.0,0.90625,0.40625,0.1875,2.0,,,,,,1.0,1. Réduire le minimum de nuits
794904081252961003,Le Burck,Private room,2,,,1,365,"[""Host greets you"", ""Refrigerator"", ""Toaster"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Baking sheet"", ""Bed linens"", ""Dishwasher"", ""Freezer"", ""Clothing storage"", ""TV"", ""Cooking basics"", ""Heating"", ""Coffee maker"", ""Extra pillows and blankets"", ""Cleaning products"", ""Laundromat nearby"", ""Essentials"", ""Hangers"", ""Microwave"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Free driveway parking on premises"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",5.0,6,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
794921201846912864,Bordeaux Sud,Entire home/apt,2,1.0,,5,365,"[""Refrigerator"", ""Toaster"", ""Ethernet connection"", ""Drying rack for clothing"", ""Exercise equipment: free weights"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Freezer"", ""Record player"", ""Shower gel"", ""Private entrance"", ""Books and reading material"", ""Heating"", ""Cooking basics"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Cleaning products"", ""Portable fans"", ""Coffee"", ""Coffee maker: Nespresso"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Body soap"", ""110 inch HDTV with Amazon Prime Video, Disney+, Netflix"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""ALEXA sound system"", ""Outdoor playground"", ""Shampoo"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Dining table""]",5.0,0,1,1,1,0,0,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
795511827868743035,La Bastide,Private room,2,1.0,41.0,3,365,"[""Refrigerator"", ""Hair dryer"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Dedicated workspace"", ""Baking sheet"", ""Private backyard"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Freezer"", ""Long term stays allowed"", ""Cooking basics"", ""Heating"", ""Extra pillows and blankets"", ""Cleaning products"", ""Outdoor dining area"", ""Essentials"", ""Hangers"", ""Washer"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Paid parking lot on premises \u2013 1 space""]",5.0,18,1,1,1,0,0,0.336986301369863,148.5,0,22.0,1.0,0.5,0.5,0.16666666666666666,0.3333333333333333,1.5,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
795711762802967845,Saint-Mdard-en-Jalles,Entire home/apt,6,3.0,257.0,2,365,"[""Host greets you"", ""Jbl sound system"", ""Electrolux oven"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Private indoor pool - available seasonally, open 24 hours, heated, pool toys, saltwater"", ""Drying rack for clothing"", ""Fau refrigerator"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Barbecue utensils"", ""Wine glasses"", ""65 inch HDTV with premium cable"", ""Luggage dropoff allowed"", ""Baby bath - always at the listing"", ""Dishwasher"", ""Exterior security cameras on property"", ""Free washer \u2013 In unit"", ""Freezer"", ""Free street parking"", ""Long term stays allowed"", ""Cooking basics"", ""Pocket wifi"", ""Coffee maker"", ""Cleaning products"", ""Private BBQ grill: gas"", ""Outdoor furniture"", ""Arcade games"", ""Central heating"", ""Outdoor dining area"", ""Coffee"", ""Hangers"", ""Microwave"", ""Central air conditioning"", ""Private patio or balcony"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Game console: PS5"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Bathtub"", ""Dining table""]",4.88,6,1,1,1,1,1,0.03561643835616438,36.0,0,53.0,1.0,1.0,1.0,0.6666666666666666,1.0,5.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
796063930994506246,Sardine,Entire home/apt,6,3.0,128.0,2,700,"[""Host greets you"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""HDTV"", ""Hair dryer"", ""Ethernet connection"", ""Bread maker"", ""Drying rack for clothing"", ""High chair"", ""Lockbox"", ""Free parking on premises"", ""Children's playroom"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Blender"", ""Wine glasses"", ""Iron"", ""Luggage dropoff allowed"", ""AC - split type ductless system"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Freezer"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free street parking"", ""Long term stays allowed"", ""Private entrance"", ""Cooking basics"", ""Coffee maker: drip coffee maker, Nespresso"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor furniture"", ""Arcade games"", ""Outdoor dining area"", ""Single oven"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Outlet covers"", ""Dishes and silverware"", ""Hot water kettle"", ""Hot water"", ""Heating - split type ductless system"", ""Clothing storage: walk-in closet"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",4.97,90,1,1,1,0,1,0.2493150684931507,14.0,-1,5.0,,,,,,,,,,,,,Pas assez de logements comparables dans votre segment pour un diagnostic fiable.
796105946170968792,Bgles,Entire home/apt,2,0.0,65.0,2,10,"[""Host greets you"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""High chair"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Bioderma shampoo"", ""Exterior security cameras on property"", ""First aid kit"", ""Free street parking"", ""Bioderma +nuxe body soap"", ""Coffee maker: espresso machine"", ""Garden view"", ""Shower gel"", ""Mini fridge"", ""Books and reading material"", ""Cooking basics"", ""Private entrance"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cleaning products"", ""Crib - available upon request"", ""Coffee"", ""Backyard"", ""Essentials"", ""Self check-in"", ""Microwave"", ""Patio or balcony"", ""Washer"", ""75 inch HDTV"", ""Radiant heating"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Wifi"", ""Induction stove"", ""Kitchen"", ""Dining table""]",4.97,90,1,1,1,0,0,0.0410958904109589,87.0,1,83.0,1.0,1.0,0.9523809523809523,0.3333333333333333,0.6666666666666666,2.0,,,,,1.0,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
796291956548062681,Centre ville (Bordeaux),Entire home/apt,6,2.0,,2,365,"[""Host greets you"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""Free parking on premises"", ""Dedicated workspace"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Freezer"", ""Garden view"", ""Shower gel"", ""Cooking basics"", ""Coffee maker"", ""Cleaning products"", ""Laundromat nearby"", ""Portable fans"", ""Central heating"", ""Outdoor furniture"", ""Coffee"", ""Essentials"", ""Private patio or balcony"", ""Washer"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Dining table""]",4.83,0,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
796394254358711520,Chartrons - Grand Parc - Jardin Public,Private room,1,1.0,39.0,2,365,"[""Hair dryer"", ""Lockbox"", ""Dedicated workspace"", ""Iron"", ""First aid kit"", ""Carbon monoxide alarm"", ""TV"", ""Private entrance"", ""Cooking basics"", ""Heating"", ""Fire extinguisher"", ""Essentials"", ""Self check-in"", ""Hangers"", ""Crib"", ""Washer"", ""Dryer"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",4.4,12,1,1,1,0,0,0.08493150684931507,135.0,0,36.0,1.0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.0,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
796914481035631462,Centre ville (Bordeaux),Entire home/apt,4,2.0,130.0,30,365,"[""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Dedicated workspace"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""TV"", ""Cooking basics"", ""Heating"", ""Coffee maker"", ""Portable fans"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Crib"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",4.57,120,1,1,1,0,0,0.16164383561643836,120.0,1,293.0,0.9761904761904762,0.9761904761904762,0.6904761904761905,0.19047619047619047,0.07142857142857142,2.0,,,,,,1.0,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
797457075140917698,Chartrons - Grand Parc - Jardin Public,Private room,1,,,5,365,"[""Pets allowed"", ""Washer"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""BBQ grill"", ""Wifi"", ""Free parking on premises"", ""Kitchen"", ""Backyard"", ""TV"", ""Smoking allowed"", ""Patio or balcony""]",5.0,0,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
797755677947092161,Chartrons - Grand Parc - Jardin Public,Entire home/apt,2,0.0,30.0,30,120,"[""Toaster"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Hot water"", ""Oven"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Heating""]",5.0,60,0,1,0,0,0,0.2547945205479452,157.0,0,136.0,1.0,0.8823529411764706,0.4411764705882353,0.38235294117647056,0.11764705882352941,2.0,1.0,,,,,1.0,"1. Ajouter le Wifi
2. Réduire le minimum de nuits"
797772779944628349,Centre ville (Bordeaux),Entire home/apt,1,1.0,27.0,1,365,"[""Wifi"", ""Washer"", ""Kitchen""]",,0,1,1,1,0,0,0.7013698630136986,138.0,0,293.0,0.9459459459459459,0.9324324324324325,0.44594594594594594,0.12162162162162163,0.02702702702702703,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
798249865905492617,Caudran,Entire home/apt,4,2.0,,3,30,"[""Room-darkening shades"", ""Coffee maker: Nespresso, pour-over coffee"", ""Toaster"", ""Drying rack for clothing"", ""Free parking on premises"", ""Clothing storage: closet and dresser"", ""Baking sheet"", ""Wine glasses"", ""Iron"", ""Elevator"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Beko oven"", ""Freezer"", ""Free street parking"", ""TV"", ""Long term stays allowed"", ""Books and reading material"", ""Portable fans"", ""Central heating"", ""Hangers"", ""Private patio or balcony"", ""Haier refrigerator"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",4.89,6,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
798521464502417596,Saint Augustin - Tauzin - Alphonse Dupeux,Entire home/apt,2,1.0,40.0,30,70,"[""Pets allowed"", ""Room-darkening shades"", ""Refrigerator"", ""Hair dryer"", ""Ethernet connection"", ""Stove"", ""Drying rack for clothing"", ""Lockbox"", ""Exercise equipment: yoga mat"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Luggage dropoff allowed"", ""Dining table"", ""Carbon monoxide alarm"", ""TV"", ""Shower gel"", ""Long term stays allowed"", ""Heating"", ""Books and reading material"", ""Cooking basics"", ""Pocket wifi"", ""Coffee maker"", ""Cleaning products"", ""Laundromat nearby"", ""Coffee"", ""Paid parking off premises"", ""Essentials"", ""Self check-in"", ""Microwave"", ""Washer"", ""Body soap"", ""Hot water kettle"", ""Bluetooth sound system"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Housekeeping - available at extra cost"", ""Smoke alarm"", ""Kitchen"", ""Clothing storage: dresser""]",4.78,240,1,1,1,0,0,0.35342465753424657,180.0,1,85.0,0.9130434782608695,1.0,0.4782608695652174,0.21739130434782608,0.17391304347826086,2.0,,,,,,1.0,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
799046849513701460,Centre ville (Bordeaux),Entire home/apt,2,1.0,64.0,2,15,"[""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""First aid kit"", ""Clothing storage"", ""TV"", ""Paid street parking off premises"", ""Books and reading material"", ""Cooking basics"", ""Paid parking on premises"", ""Cleaning products"", ""Portable fans"", ""Central heating"", ""Essentials"", ""Oven"", ""Hangers"", ""Microwave"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Sound system with aux"", ""Single level home"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",4.96,48,1,1,0,0,0,0.5397260273972603,138.0,0,293.0,0.9459459459459459,0.9324324324324325,0.44594594594594594,0.12162162162162163,0.02702702702702703,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
799049044414845999,Bruges,Entire home/apt,4,2.0,126.0,2,365,"[""Piano"", ""Pets allowed"", ""Room-darkening shades"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Drying rack for clothing"", ""Lockbox"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Faure  stainless steel oven"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Siemens refrigerator"", ""Free washer \u2013 In unit"", ""Freezer"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Coffee maker: espresso machine"", ""Beach essentials"", ""TV"", ""Shower gel"", ""Long term stays allowed"", ""Private pool - available seasonally"", ""Books and reading material"", ""Cooking basics"", ""Extra pillows and blankets"", ""Cleaning products"", ""Portable fans"", ""Central heating"", ""Outdoor furniture"", ""Outdoor dining area"", ""BBQ grill: gas"", ""Essentials"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Private patio or balcony"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Clothing storage: walk-in closet"", ""Shampoo"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Bathtub"", ""Dining table""]",4.85,30,1,1,1,0,1,0.547945205479452,28.5,1,40.0,1.0,1.0,1.0,0.7,0.7,2.0,,,,1.0,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
799072557166779031,Bgles,Entire home/apt,7,4.0,,2,1125,"[""Coffee maker: pour-over coffee"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""High chair"", ""Lockbox"", ""Baby safety gates"", ""Free parking on premises"", ""Dedicated workspace"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""BBQ grill"", ""Freezer"", ""TV"", ""Ceiling fan"", ""Mini fridge"", ""Cooking basics"", ""Extra pillows and blankets"", ""Cleaning products"", ""Changing table"", ""Portable fans"", ""Central heating"", ""Outdoor dining area"", ""Backyard"", ""Essentials"", ""Oven"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Crib"", ""Private patio or balcony"", ""Washer"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Dishes and silverware"", ""Clothing storage: walk-in closet and dresser"", ""Hot water"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Wifi"", ""Board games"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Dining table""]",,0,1,1,1,0,1,1.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
799137020249580478,Centre ville (Bordeaux),Entire home/apt,2,1.0,71.0,3,730,"[""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""SANSUI sound system"", ""Lockbox"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""First aid kit"", ""Carbon monoxide alarm"", ""Freezer"", ""SMEG oven"", ""TV"", ""Shower gel"", ""Long term stays allowed"", ""Mini fridge"", ""Cooking basics"", ""Fire extinguisher"", ""Cleaning products"", ""Central heating"", ""Coffee"", ""Essentials"", ""Self check-in"", ""Coffee maker: espresso machine, pour-over coffee"", ""Hangers"", ""Microwave"", ""Washer"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Dishes and silverware"", ""Clothing storage: walk-in closet and dresser"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dining table""]",4.71,96,1,1,1,0,0,0.1863013698630137,138.0,0,293.0,0.9459459459459459,0.9324324324324325,0.44594594594594594,0.12162162162162163,0.02702702702702703,2.0,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
799202564932876655,Plaisance-Loret-Maregue,Private room,2,1.0,95.0,1,365,"[""Hair dryer"", ""Shared gym nearby"", ""Dedicated workspace"", ""Baking sheet"", ""Lake access"", ""Wine glasses"", ""Bed linens"", ""Lock on bedroom door"", ""Iron"", ""Carbon monoxide alarm"", ""Freezer"", ""Free street parking"", ""Clothing storage"", ""TV"", ""Long term stays allowed"", ""Ariston refrigerator"", ""Cooking basics"", ""Private entrance"", ""EV charger"", ""Coffee maker"", ""Cleaning products"", ""Laundromat nearby"", ""Free driveway parking on premises \u2013 5 spaces"", ""Central heating"", ""Hockey rink"", ""Coffee"", ""Backyard"", ""Shared beach access \u2013 Beachfront"", ""Essentials"", ""Crib"", ""Hot water kettle"", ""Dishes and silverware"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Shared pool - available all year"", ""Dining table""]",,0,1,1,0,0,1,0.0,16.5,-1,4.0,,,,,,,,,,,,,Pas assez de logements comparables dans votre segment pour un diagnostic fiable.
799217661845383565,Plaisance-Loret-Maregue,Private room,2,,,1,1125,"[""Refrigerator"", ""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""Smoke alarm"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Lock on bedroom door"", ""Iron""]",5.0,0,1,1,0,1,1,0.0,,0,,,,,,,,,,,,,,Votre logement correspond déjà au profil des meilleurs de votre segment.
799790904252033744,La Glacire,Entire home/apt,2,1.0,59.0,1,120,"[""Pets allowed"", ""Room-darkening shades"", ""Refrigerator"", ""Toaster"", ""Stove"", ""Lockbox"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Freezer"", ""Free street parking"", ""Clothing storage"", ""TV"", ""Private entrance"", ""Heating"", ""Cooking basics"", ""Books and reading material"", ""Coffee maker"", ""Cleaning products"", ""Outdoor dining area"", ""Oven"", ""Self check-in"", ""Hangers"", ""Patio or balcony"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen""]",4.74,18,1,1,1,0,0,0.4520547945205479,144.0,0,23.0,1.0,1.0,0.5,0.0,0.5,1.0,,,,,1.0,,1. Proposer un parking gratuit
800514523481077528,Eysines,Entire home/apt,4,1.0,65.0,3,365,"[""Room-darkening shades"", ""Courtyard view"", ""Refrigerator"", ""Toaster"", ""Hair dryer"", ""Drying rack for clothing"", ""Free parking on premises"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Keypad"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Freezer"", ""Free street parking"", ""Coffee maker: espresso machine"", ""Clothing storage"", ""TV"", ""Shower gel"", ""Sound system"", ""AEG electric stove"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Cleaning products"", ""Laundromat nearby"", ""Outdoor furniture"", ""Cleaning available during stay"", ""Coffee"", ""Essentials"", ""Babysitter recommendations"", ""Self check-in"", ""Hangers"", ""Microwave"", ""Patio or balcony"", ""Body soap"", ""Hot water kettle"", ""Dishes and silverware"", ""Hot water"", ""Shampoo"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Bathtub"", ""Dining table""]",4.75,186,1,1,1,0,1,0.0,90.0,1,35.0,1.0,1.0,0.8888888888888888,0.2222222222222222,1.0,2.0,,,,,,,Votre logement fait déjà partie des meilleurs de votre segment. Continuez ainsi !
800520855668941612,Gambetta-Mairie-Lissandre,Entire home/apt,6,2.0,90.0,2,365,"[""Washer"", ""Refrigerator"", ""Dishes and silverware"", ""Cleaning products"", ""Heating"", ""Cooking basics"", ""Lockbox"", ""Wifi"", ""Board games"", ""Free parking on premises"", ""Kitchen"", ""Dedicated workspace"", ""Essentials"", ""Self check-in"", ""42 inch TV"", ""Books and reading material"", ""Iron""]",4.89,48,1,1,1,0,1,0.989041095890411,166.5,0,24.0,1.0,1.0,1.0,0.5,0.6666666666666666,2.0,,,,1.0,,,1. Installer la climatisation
800562951871095318,Bruges,Entire home/apt,4,2.0,72.0,2,30,"[""Host greets you"", ""Baby bath"", ""Toaster"", ""Hair dryer"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib"", ""Drying rack for clothing"", ""Standalone high chair - available upon request"", ""32 inch HDTV with standard cable"", ""Baking sheet"", ""Wine glasses"", ""Bed linens"", ""Iron"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Freezer"", ""Free street parking"", ""Shower gel"", ""Long term stays allowed"", ""Books and reading material"", ""Clothing storage: closet"", ""Cooking basics"", ""Coffee maker: drip coffee maker, Nespresso"", ""Wifi \u2013 2 Mbps"", ""Cleaning products"", ""Outdoor furniture"", ""Stainless steel oven"", ""Cleaning available during stay"", ""Coffee"", ""Essentials"", ""Babysitter recommendations"", ""Hangers"", ""Microwave"", ""Crib"", ""Private patio or balcony"", ""Selecline refrigerator"", ""Radiant heating"", ""Hot water kettle"", ""Dishes and silverware"", ""Single level home"", ""Hot water"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Sun loungers"", ""Gas stove"", ""Dining table""]",5.0,0,1,1,1,0,0,0.5013698630136987,120.0,0,41.0,0.9090909090909091,1.0,0.45454545454545453,0.09090909090909091,0.9090909090909091,2.0,,,,,1.0,,1. Proposer un parking gratuit
